,truevtxX,truevtxY,truevtxZ,recovtxX,recovtxY,recovtxZ,Gridpoint,Predicted_Gridpoint,Reco_Gridpoint,DR,vtx_x,vtx_y,vtx_z,DR_reco,DR_DNN
1100,-49.151,14.542,-27.862,-44.702,9.073,-29.699,13810.000,11717.454,13780.000,7.286,-50,10,-30,7.285,5.091
1101,70.199,-24.430,-73.730,28.320,-35.429,-107.883,7702.000,9289.029,4067.000,55.148,70,-30,-80,55.148,8.389
1102,30.062,16.583,-31.073,19.905,16.681,-32.531,12618.000,11036.999,12616.000,10.261,30,10,-40,10.262,11.092
1103,-66.170,18.248,-18.132,-58.191,18.326,-21.578,15008.000,13522.466,13809.000,8.692,-70,10,-20,8.692,9.284
1104,-1.311,-12.697,-3.111,-6.681,-7.399,9.194,16124.000,16896.932,17354.000,14.433,-10,-20,-10,14.433,13.277
1105,-88.384,12.598,-51.787,-84.244,21.384,-42.960,10206.000,10149.685,11436.000,13.125,-90,10,-60,13.124,8.764
1106,-0.629,41.159,-74.746,0.524,40.064,-79.230,7904.000,10568.169,7905.000,4.757,-10,40,-80,4.758,10.806
1107,25.911,1.852,-19.640,26.451,9.483,-29.169,14987.000,15207.844,13787.000,12.220,20,0,-20,12.220,6.205
1108,40.858,-0.833,-63.175,42.922,-3.095,-56.638,8959.000,10500.844,10159.000,7.219,40,-10,-70,7.219,11.461
1109,-94.365,-24.513,-66.413,-99.939,-46.433,-49.981,8885.000,8548.459,11225.000,27.956,-100,-30,-70,27.957,8.644
1110,81.662,-22.554,-70.336,86.058,-27.099,-71.978,7703.000,8369.411,7703.000,6.533,80,-30,-80,6.533,12.313
1111,61.792,6.820,-22.221,63.404,6.651,-21.341,13791.000,14252.456,13791.000,1.845,60,0,-30,1.844,10.499
1112,-45.282,0.478,-44.284,-50.942,3.548,-48.463,11380.000,12252.453,11379.000,7.677,-50,0,-50,7.676,7.427
1113,-86.236,-17.315,-2.069,-14.076,-10.905,-36.795,16116.000,14876.069,12523.000,80.337,-90,-20,-10,80.337,9.180
1114,52.239,34.267,-20.872,50.706,33.989,-38.924,13880.000,13794.047,12680.000,18.119,50,30,-30,18.119,10.322
1115,-62.774,-23.668,-2.350,-60.675,-27.421,-7.364,16088.000,14425.146,16088.000,6.606,-70,-30,-10,6.605,12.281
1116,90.431,-35.564,-64.486,74.958,-25.999,-18.146,8874.000,9414.556,14902.000,49.783,90,-40,-70,49.783,7.090
1117,12.530,12.170,-21.974,75.508,118.417,-127.375,13816.000,14128.914,2122.000,162.370,10,10,-30,162.370,8.691
1118,14.004,11.325,-47.156,23.983,14.564,-29.045,11416.000,10704.414,13817.000,20.930,10,10,-50,20.930,5.087
1119,37.979,20.680,-52.219,38.939,14.984,-47.745,10248.000,10564.375,11418.000,7.306,30,20,-60,7.306,11.166
1120,-64.785,16.877,-7.308,-69.690,14.808,-20.864,16208.000,14914.603,13808.000,14.563,-70,10,-10,14.564,9.041
1121,57.870,38.870,-38.258,68.670,39.632,-36.973,12680.000,13449.903,12681.000,10.903,50,30,-40,10.903,11.985
1122,71.342,-48.603,-0.291,75.297,-50.028,-0.784,16042.000,14609.790,16012.000,4.234,70,-50,-10,4.233,9.900
1123,-11.149,-16.510,-6.560,-9.053,-9.232,-5.529,16123.000,15163.032,16154.000,7.643,-20,-20,-10,7.644,10.117
1124,-50.233,-33.278,-61.314,-48.015,-35.510,-47.356,8859.000,10551.228,11260.000,14.308,-60,-40,-70,14.308,14.698
1125,20.735,-42.837,-21.507,15.578,-88.704,109.052,13637.000,16195.599,29116.000,138.477,20,-50,-30,138.478,11.135
1126,19.478,-5.452,-40.264,21.198,6.302,-45.682,11356.000,13371.544,11387.000,13.056,10,-10,-50,13.056,14.329
1127,39.437,28.352,-32.734,40.393,34.090,-32.161,12648.000,13885.507,12679.000,5.845,30,20,-40,5.845,14.547
1128,-17.831,-19.615,-59.347,-30.100,-25.748,-41.845,10123.000,11355.460,11291.000,22.237,-20,-20,-60,22.237,2.298
1129,-94.709,23.375,-1.177,-91.930,18.457,-21.125,16235.000,14545.107,13805.000,20.732,-100,20,-10,20.732,10.827
1130,-13.883,17.613,-30.640,-13.552,14.339,-36.417,12613.000,12609.938,12613.000,6.648,-20,10,-40,6.648,13.527
1131,7.024,40.322,-58.927,-6.502,43.227,-66.222,10305.000,8564.231,9104.000,15.640,0,40,-60,15.640,7.113
1132,-32.287,12.439,-30.181,-9.519,27.276,-25.501,12611.000,16088.966,13844.000,27.575,-40,10,-40,27.576,12.722
1133,54.083,-34.498,-1.502,45.990,-37.791,2.200,16070.000,15734.707,17269.000,9.489,50,-40,-10,9.489,10.916
1134,-49.637,-32.304,-6.566,-47.650,-39.115,-17.045,16060.000,13185.692,14860.000,12.655,-50,-40,-10,12.655,8.435
1135,96.909,7.572,-23.552,109.739,4.139,-5.692,13794.000,14179.759,16195.000,22.257,90,0,-30,22.257,12.110
1136,83.490,29.816,-37.597,131.190,44.617,15.639,12653.000,13872.963,18718.000,72.997,80,20,-40,72.996,10.692
1137,42.931,-4.558,-63.360,43.609,0.716,-60.005,8959.000,9628.425,8989.000,6.288,40,-10,-70,6.287,9.072
1138,-5.002,43.086,-4.437,4.480,85.882,-34.476,16304.000,15545.803,12825.000,53.139,-10,40,-10,53.139,8.090
1139,70.097,20.386,-34.091,58.102,14.469,-26.278,12652.000,10115.585,13820.000,15.490,70,20,-40,15.490,5.922
1140,75.257,-15.677,-19.515,85.113,-23.757,-8.430,14932.000,15652.920,16103.000,16.891,70,-20,-20,16.891,6.823
1141,39.429,-14.406,-58.493,35.754,-13.757,-59.965,10128.000,11334.465,10128.000,4.011,30,-20,-60,4.012,11.067
1142,71.030,5.816,-14.159,78.810,7.195,-2.958,14992.000,15316.105,16192.000,13.708,70,0,-20,13.707,8.307
1143,-21.053,26.280,-64.604,-27.846,28.169,-60.964,9042.000,11082.225,9042.000,7.935,-30,20,-70,7.935,12.190
1144,42.749,18.228,-8.101,42.177,18.780,-8.480,16219.000,16134.059,16219.000,0.881,40,10,-10,0.881,8.880
1145,89.495,-27.380,-14.548,72.724,16.751,-92.413,14903.000,14852.792,5422.000,91.059,80,-30,-20,91.059,11.258
1146,42.734,16.069,-1.553,49.944,15.942,-0.156,16219.000,16107.474,16219.000,7.345,40,10,-10,7.345,10.755
1147,-99.039,-0.746,-52.456,-86.098,-2.833,-51.017,10145.000,10817.797,10146.000,13.187,-100,-10,-60,13.187,11.978
1148,-46.629,-33.006,-66.297,-41.644,-41.156,-54.361,8860.000,10104.572,10030.000,15.289,-50,-40,-70,15.289,8.602
1149,-51.185,24.176,-43.008,-50.280,23.382,-47.432,11439.000,12153.063,11439.000,4.586,-60,20,-50,4.585,12.001
1150,70.223,1.384,-42.111,68.350,-6.555,-31.434,11392.000,11051.142,12561.000,13.436,70,0,-50,13.436,8.013
1151,-76.590,-44.571,-40.090,-81.463,-54.562,-40.204,11227.000,11239.356,11196.000,11.116,-80,-50,-50,11.117,11.803
1152,-41.536,-23.956,-36.184,-45.877,-32.634,-20.634,12490.000,11577.315,13660.000,18.329,-50,-30,-40,18.329,11.078
1153,-15.649,0.991,-0.459,-8.012,3.002,9.529,16183.000,16501.074,17384.000,12.733,-20,0,-10,12.733,10.533
1154,67.789,8.030,-36.142,58.962,-6.033,-78.804,12591.000,11059.989,7760.000,45.778,60,0,-40,45.779,11.834
1155,-35.255,-35.773,-4.457,-32.648,-31.460,4.059,16061.000,16215.494,17261.000,9.896,-40,-40,-10,9.895,8.433
1156,-13.717,38.134,-22.101,-13.031,39.899,-21.134,13873.000,14296.947,13873.000,2.125,-20,30,-30,2.126,12.963
1157,-89.209,-19.715,-62.268,-82.499,-37.799,-99.393,8916.000,8600.464,5256.000,41.837,-90,-20,-70,41.837,7.778
1158,-49.470,43.909,-73.349,-53.641,46.690,-83.640,7900.000,9452.487,6699.000,11.447,-50,40,-80,11.447,7.733
1159,47.891,-44.291,-24.354,70.505,-7.681,-8.401,13639.000,11610.883,16162.000,45.893,40,-50,-30,45.893,11.258
1160,-80.623,9.486,-18.291,-86.325,5.978,-26.190,14976.000,13189.403,13776.000,10.355,-90,0,-20,10.354,13.447
1161,82.729,9.539,-17.546,80.669,22.293,75.881,14993.000,14564.566,25853.000,94.316,80,0,-20,94.316,10.221
1162,17.730,28.711,-3.763,20.659,31.367,2.480,16246.000,14780.349,17477.000,7.390,10,20,-10,7.390,13.211
1163,87.686,-28.385,-30.293,105.093,-2.150,29.775,12503.000,13221.083,19765.000,67.819,80,-30,-40,67.819,12.486
1164,-39.304,31.875,-62.224,-36.776,30.009,-69.927,9071.000,8293.606,9071.000,8.319,-40,30,-70,8.319,8.029
1165,64.616,16.805,-15.011,71.439,31.836,-23.317,15021.000,12851.044,13882.000,18.479,60,10,-20,18.479,9.618
1166,-31.855,-34.351,-47.683,-34.183,-41.908,-51.892,11261.000,11113.249,10031.000,8.958,-40,-40,-50,8.958,10.179
1167,37.082,-37.202,-10.380,42.721,-47.852,-1.582,14868.000,15224.647,16039.000,14.920,30,-40,-20,14.921,12.269
1168,23.808,41.780,-34.208,26.729,42.096,-30.553,12707.000,13401.919,12707.000,4.689,20,40,-40,4.689,7.157
1169,-91.774,35.398,-6.152,-67.562,38.868,-26.937,16265.000,13328.429,13868.000,32.097,-100,30,-10,32.098,10.565
1170,-12.023,41.944,-68.844,12.524,38.983,-62.392,9103.000,9152.632,9076.000,25.552,-20,40,-70,25.553,8.291
1171,-64.348,31.169,-9.910,-69.357,43.943,-37.280,16268.000,13554.032,12698.000,30.616,-70,30,-10,30.617,5.772
1172,-86.667,-46.881,-18.280,-91.012,-16.316,49.669,14826.000,13377.405,22115.000,74.634,-90,-50,-20,74.634,4.878
1173,-2.562,18.849,-60.160,-2.736,14.621,-51.953,9014.000,11230.653,10214.000,9.234,-10,10,-70,9.234,15.181
1174,45.772,35.471,-73.762,47.643,31.518,-70.455,7879.000,8676.058,7879.000,5.483,40,30,-80,5.483,10.107
1175,-36.779,-38.849,-23.816,-36.690,-44.083,-38.192,13661.000,11276.634,12431.000,15.300,-40,-40,-30,15.299,7.067
1176,-65.140,-49.435,-7.193,-72.171,-68.340,-1.273,16028.000,15284.472,15967.000,21.021,-70,-50,-10,21.021,5.641
1177,-3.147,-19.005,-64.756,-7.211,-24.570,-66.568,8924.000,10539.431,8894.000,7.126,-10,-20,-70,7.125,8.686
1178,-86.474,-10.992,-16.410,-92.858,-9.263,-13.365,14916.000,14197.750,14945.000,7.281,-90,-20,-20,7.281,10.318
1179,91.994,-30.160,-6.087,131.748,-57.262,16.132,16074.000,16325.334,18418.000,52.996,90,-40,-10,52.996,10.776
1180,-80.781,-35.993,-7.822,-96.768,-39.519,33.016,16056.000,14549.432,20855.000,43.997,-90,-40,-10,43.997,10.285
1181,-59.807,-9.596,-3.957,-62.680,-9.434,16.938,16149.000,16624.527,18548.000,21.092,-60,-10,-10,21.092,6.060
1182,89.907,23.915,-5.100,139.091,-1.992,14.952,16253.000,17828.963,18568.000,59.096,80,20,-10,59.096,11.725
1183,-24.168,12.451,-28.128,-22.751,15.353,-33.424,13812.000,13206.576,12612.000,6.203,-30,10,-30,6.203,6.597
1184,-29.125,39.095,-53.363,-37.971,40.088,-35.309,10272.000,10367.186,12701.000,20.130,-30,30,-60,20.129,11.293
1185,-86.013,-0.841,-28.504,-76.080,13.200,-103.352,13746.000,12988.469,4207.000,76.798,-90,-10,-30,76.799,10.101
1186,-28.000,36.682,-0.752,-23.933,36.712,-2.475,16272.000,17247.334,16272.000,4.416,-30,30,-10,4.417,11.583
1187,29.847,-14.151,-9.284,29.904,-13.275,-21.793,16127.000,15002.712,13727.000,12.540,20,-20,-10,12.540,11.475
1188,-84.637,16.353,-0.197,-57.000,16.533,96.263,16206.000,17411.475,28209.000,100.342,-90,10,-10,100.341,12.854
1189,16.648,-39.825,-46.234,16.792,-53.673,-33.381,11266.000,11804.007,12406.000,18.894,10,-40,-50,18.894,7.643
1190,-46.202,11.173,-30.645,-50.968,11.212,-34.640,12610.000,14613.610,12609.000,6.219,-50,10,-40,6.219,10.164
1191,-5.902,30.044,-33.736,-4.883,29.235,-21.250,12674.000,14954.575,13844.000,12.553,-10,30,-40,12.554,7.486
1192,-13.615,-2.967,-34.442,-13.970,-11.637,-23.692,12553.000,15245.686,13723.000,13.815,-20,-10,-40,13.815,11.006
1193,-42.615,-10.938,-33.633,-40.038,-9.982,-22.268,12520.000,13221.620,13750.000,11.692,-50,-20,-40,11.693,13.312
1194,-11.635,-5.213,-15.085,-9.809,-1.279,-1.161,14953.000,15872.069,16154.000,14.584,-20,-10,-20,14.584,10.819
1195,98.100,-6.546,-68.172,103.305,-4.002,-71.467,8964.000,7485.236,7765.000,6.665,90,-10,-70,6.665,8.993
1196,40.595,-39.429,-15.395,48.158,-44.448,-8.379,14869.000,15296.944,16039.000,11.472,40,-40,-20,11.472,4.678
1197,-68.019,45.842,-49.785,-127.390,76.242,40.041,11498.000,12104.779,22382.000,111.883,-70,40,-50,111.883,6.172
1198,89.418,35.754,-8.539,87.879,34.072,-19.701,16283.000,12824.640,15083.000,11.393,80,30,-10,11.392,11.133
1199,-28.828,-13.009,-8.103,-34.145,23.907,-70.919,16122.000,15515.435,7841.000,73.054,-30,-20,-10,73.054,7.338
1200,11.245,32.898,-26.276,16.404,32.892,-25.906,13876.000,13278.328,13876.000,5.172,10,30,-30,5.172,4.880
1201,22.016,36.731,-34.858,24.906,43.780,-37.675,12677.000,13325.097,12707.000,8.122,20,30,-40,8.123,8.707
1202,-54.916,47.860,-57.411,-62.053,44.981,-60.170,10299.000,11921.975,9098.000,8.175,-60,40,-60,8.175,9.712
1203,71.390,32.147,-22.102,78.402,42.716,-17.496,13882.000,13507.365,15112.000,13.494,70,30,-30,13.494,8.302
1204,46.469,-42.851,-15.296,44.375,-38.890,6.766,14839.000,15474.266,17269.000,22.512,40,-50,-20,22.512,10.728
1205,-87.308,-29.570,-45.261,-85.826,-24.731,-36.462,11286.000,12678.257,12486.000,10.150,-90,-30,-50,10.151,5.467
1206,71.197,-11.235,-53.160,79.969,-4.840,-55.344,10132.000,13119.768,10162.000,11.072,70,-20,-60,11.073,11.182
1207,-41.984,6.553,-61.120,-31.072,11.573,-78.375,8980.000,10644.194,7811.000,21.023,-50,0,-70,21.024,13.640
1208,45.630,-5.633,-32.299,46.678,-17.280,-38.718,12559.000,13268.497,12529.000,13.340,40,-10,-40,13.340,10.492
1209,-16.654,12.821,-20.778,-8.033,30.580,-2.280,13813.000,15445.896,16274.000,27.053,-20,10,-30,27.053,10.208
1210,4.295,-29.833,-2.297,28.193,-50.216,79.798,16095.000,17310.645,25607.000,87.898,0,-30,-10,87.899,8.821
1211,4.993,20.336,-42.633,12.491,20.452,-40.465,11445.000,10372.336,11446.000,7.806,0,20,-50,7.806,8.906
1212,13.424,-38.178,-26.432,12.979,-39.010,-39.783,13666.000,5446893.500,12466.000,13.384,10,-40,-30,13.384,5.270
1213,-88.317,25.251,-26.316,-78.248,-5.093,-116.777,13836.000,13656.175,2947.000,95.945,-90,20,-30,95.944,6.632
1214,-45.821,23.758,-8.531,-43.127,25.885,-8.836,16240.000,13899.594,16240.000,3.446,-50,20,-10,3.446,5.809
1215,9.512,31.275,-34.726,8.177,29.432,-32.199,12675.000,13628.871,12645.000,3.401,0,30,-40,3.401,10.951
1216,21.663,15.106,-10.649,21.323,5.261,-15.666,15017.000,15611.727,14987.000,11.055,20,10,-20,11.055,10.783
1217,-2.885,28.235,-53.243,-1.607,21.035,-53.288,10244.000,12529.964,10244.000,7.313,-10,20,-60,7.313,12.810
1218,-85.989,-10.990,-26.896,-147.661,-19.340,24.979,13716.000,14173.469,19711.000,81.019,-90,-20,-30,81.020,10.339
1219,64.393,-7.303,-16.559,130.723,12.518,38.328,14961.000,14818.507,21028.000,88.346,60,-10,-20,88.347,6.198
1220,-87.318,-39.766,-25.795,-80.841,-1.856,-19.698,13656.000,12120.984,14946.000,38.940,-90,-40,-30,38.940,4.993
1221,87.750,4.813,-3.453,71.892,-2.017,10.996,16193.000,15220.384,18562.000,22.514,80,0,-10,22.514,11.229
1222,88.645,13.058,-17.776,95.339,11.915,59.008,15023.000,16559.682,23424.000,77.083,80,10,-20,77.084,9.436
1223,-57.846,23.386,-12.895,-59.862,18.465,-13.619,15039.000,12875.391,15009.000,5.367,-60,20,-20,5.367,8.160
1224,79.843,-7.131,-17.721,144.248,-40.755,35.845,14962.000,15000.260,20849.000,90.266,70,-10,-20,90.266,10.503
1225,-66.550,-35.039,-73.653,-132.880,-67.945,-44.311,7658.000,7305.998,11161.000,79.646,-70,-40,-80,79.646,8.763
1226,62.833,15.142,-73.954,74.244,-20.320,-112.095,7821.000,8306.925,2902.000,53.315,60,10,-80,53.315,8.427
1227,31.628,-27.555,-17.361,34.966,-34.272,-10.769,14898.000,13482.426,14868.000,9.986,30,-30,-20,9.986,3.949
1228,-35.891,18.346,-54.578,-61.842,21.417,-50.352,10211.000,9931.573,10238.000,26.471,-40,10,-60,26.472,10.767
1229,-81.548,-12.609,-26.147,-83.910,-23.342,-29.896,13716.000,14315.872,13686.000,11.612,-90,-20,-30,11.612,11.871
1230,-51.881,-38.841,-1.395,-49.209,-43.151,-0.479,16059.000,15037.853,16030.000,5.153,-60,-40,-10,5.153,11.887
1231,-64.398,25.345,-51.233,-71.559,29.078,-37.179,10238.000,10717.244,12637.000,16.209,-70,20,-60,16.209,11.697
1232,32.803,-20.364,-9.536,32.146,-12.783,0.909,16098.000,16690.117,17328.000,12.923,30,-30,-10,12.923,10.046
1233,42.242,22.065,-45.010,42.952,20.734,-42.453,11449.000,10771.969,11449.000,2.969,40,20,-50,2.969,5.847
1234,-81.083,-37.365,-0.776,-35.662,-46.725,137.022,16056.000,15354.290,32831.000,145.393,-90,-40,-10,145.392,13.097
1235,67.684,-2.948,-48.491,55.989,-0.205,-48.614,11361.000,9523.945,11360.000,12.014,60,-10,-50,12.013,10.538
1236,-43.378,-20.608,-1.819,-42.119,-17.683,-4.843,16090.000,16333.769,16120.000,4.392,-50,-30,-10,4.392,14.106
1237,55.459,-2.392,-12.031,59.215,-2.945,-18.892,14960.000,15994.917,14960.000,7.841,50,-10,-20,7.841,12.296
1238,-58.327,-29.277,-59.967,-67.688,-37.432,-58.277,10089.000,8193.960,10058.000,12.530,-60,-30,-60,12.530,1.823
1239,65.631,-34.178,-4.328,60.150,-35.252,-0.159,16071.000,16273.222,16071.000,6.969,60,-40,-10,6.970,9.888
1240,-75.880,31.841,-72.538,-75.578,60.907,-80.989,7867.000,8030.171,6757.000,30.271,-80,30,-80,30.271,8.720
1241,64.005,-36.979,-61.259,67.418,-44.581,-102.753,8871.000,10234.529,4041.000,42.323,60,-40,-70,42.322,10.078
1242,28.924,-6.721,-35.726,29.992,-14.171,-31.437,12557.000,11758.008,12527.000,8.663,20,-10,-40,8.662,10.424
1243,-53.674,28.962,-25.257,-100.629,1.520,83.628,13839.000,15243.786,26974.000,121.711,-60,20,-30,121.712,11.951
1244,56.452,-20.470,-46.524,55.847,-15.717,-38.969,11300.000,12108.705,12530.000,8.946,50,-30,-50,8.946,12.022
1245,-3.716,46.355,-32.008,-5.988,50.887,-34.878,12704.000,12822.521,12734.000,5.826,-10,40,-40,5.826,11.989
1246,88.924,-31.695,-62.220,101.576,-41.149,-83.767,8873.000,8881.291,6445.000,26.715,80,-40,-70,26.716,14.462
1247,-70.053,-5.430,-54.114,-67.150,-6.243,-56.219,10147.000,10652.903,10148.000,3.677,-80,-10,-60,3.677,12.429
1248,29.730,-43.452,-34.453,37.376,-46.238,-31.267,12437.000,13029.469,12438.000,8.739,20,-50,-40,8.739,12.974
1249,-27.773,-12.568,-66.153,-29.192,-9.884,-68.357,8922.000,9599.281,8952.000,3.752,-30,-20,-70,3.752,8.660
1250,-30.755,47.106,-75.472,-28.088,50.163,-82.787,7901.000,8856.384,6732.000,8.365,-40,40,-80,8.365,12.509
1251,33.063,-12.327,-7.074,34.761,-20.073,22.350,16128.000,14019.541,19698.000,30.474,30,-20,-10,30.474,8.765
1252,87.645,40.093,-78.635,90.038,45.990,-79.870,7913.000,10970.857,7914.000,6.483,80,40,-80,6.483,7.766
1253,-21.149,40.156,-31.197,-19.491,37.029,-35.653,12702.000,13785.529,12673.000,5.691,-30,40,-40,5.691,12.484
1254,6.417,-35.892,-39.296,14.139,-35.702,-35.396,12465.000,10683.963,12466.000,8.653,0,-40,-40,8.653,7.652
1255,-11.831,38.533,-16.103,-13.434,44.679,2.490,15073.000,15029.984,17503.000,19.648,-20,30,-20,19.648,12.439
1256,54.751,41.943,-55.028,53.375,39.636,-58.529,10310.000,11732.642,10280.000,4.413,50,40,-60,4.413,7.146
1257,22.907,27.068,-76.767,23.108,21.975,-81.341,7847.000,8970.423,6647.000,6.848,20,20,-80,6.848,8.298
1258,-58.161,-10.290,-35.186,-61.138,-14.556,-25.063,12519.000,11680.826,13718.000,11.381,-60,-20,-40,11.381,10.993
1259,-54.411,-4.295,-54.298,-58.874,-7.645,-64.017,10149.000,10910.512,8949.000,11.207,-60,-10,-60,11.207,9.813
1260,-1.611,-16.082,-13.192,-0.576,-6.620,-19.057,14924.000,14779.312,14954.000,11.180,-10,-20,-20,11.180,11.492
1261,-33.506,-27.918,-32.651,-34.220,-29.595,-41.024,12491.000,12933.802,11291.000,8.569,-40,-30,-40,8.569,10.026
1262,-64.633,-45.899,-49.296,-81.273,-36.929,-31.704,11228.000,9649.845,12456.000,25.823,-70,-50,-50,25.823,6.791
1263,-3.847,-45.511,-40.326,-1.674,-56.145,-29.807,11234.000,12945.271,13604.000,15.115,-10,-50,-50,15.115,12.312
1264,-82.232,-4.599,-27.701,-81.980,11.255,-23.188,13746.000,12172.612,13806.000,16.485,-90,-10,-30,16.486,9.736
1265,12.996,-4.843,-59.337,10.731,-5.934,-55.308,10156.000,10580.835,10156.000,4.750,10,-10,-60,4.749,6.001
1266,44.458,12.385,-18.795,46.193,18.204,-23.161,15019.000,14829.552,13819.000,7.479,40,10,-20,7.479,5.198
1267,-1.500,-39.661,-40.669,3.561,-43.374,-36.629,11264.000,12143.978,12435.000,7.465,-10,-40,-50,7.465,12.627
1268,-45.983,20.807,-24.190,-43.654,61.950,-71.471,13840.000,16058.618,7960.000,62.719,-50,20,-30,62.719,7.109
1269,13.487,30.593,-23.175,16.440,31.038,-22.301,13876.000,13671.679,13876.000,3.112,10,30,-30,3.112,7.687
1270,-17.396,-33.302,-3.123,-44.667,-36.029,55.582,16063.000,16567.941,23260.000,64.787,-20,-40,-10,64.788,9.947
1271,-34.431,-18.761,-61.066,-36.940,-23.886,-60.979,8921.000,9576.375,8891.000,5.706,-40,-20,-70,5.707,10.600
1272,-33.270,-12.760,-5.642,-36.243,-12.352,-5.095,16121.000,15841.870,16121.000,3.050,-40,-20,-10,3.050,10.803
1273,24.893,-35.751,-42.267,22.213,-49.698,-37.336,11267.000,12678.354,12437.000,15.035,20,-40,-50,15.034,10.089
1274,-32.800,5.839,-31.653,-33.672,10.751,-32.983,12581.000,13705.299,12611.000,5.162,-40,0,-40,5.163,12.474
1275,11.411,32.536,-36.740,5.784,33.713,-29.323,12676.000,10286.961,13875.000,9.384,10,30,-40,9.384,4.365
1276,75.500,48.033,-34.364,60.489,51.349,-30.259,12712.000,8707.467,12741.000,15.911,70,40,-40,15.912,11.249
1277,-15.140,-35.297,-50.903,-27.039,-36.535,-36.452,10063.000,9388.660,12462.000,18.760,-20,-40,-60,18.760,11.335
1278,3.184,-36.283,-44.136,5.693,-37.974,-35.289,11265.000,11293.140,12465.000,9.350,0,-40,-50,9.350,7.638
1279,-49.551,-43.789,-43.597,-52.114,-46.933,-21.041,11230.000,12742.845,13629.000,22.918,-50,-50,-50,22.918,8.932
1280,31.261,-32.200,-47.739,31.342,-32.244,-37.961,11268.000,11581.473,12468.000,9.779,30,-40,-50,9.778,8.218
1281,-81.241,-45.916,-27.128,-142.549,-158.170,39.195,13626.000,15065.865,20491.000,144.078,-90,-50,-30,144.078,10.082
1282,46.462,-36.682,-6.019,16.132,-130.017,-92.529,16069.000,16229.928,4966.000,130.825,40,-40,-10,130.825,8.283
1283,65.251,-12.217,-21.333,64.885,-3.455,-19.558,13731.000,14955.970,14961.000,8.948,60,-20,-30,8.947,12.778
1284,-0.652,-46.269,-38.695,9.768,-59.871,-32.490,12434.000,13416.393,12405.000,18.223,-10,-50,-40,18.223,10.149
1285,47.544,-5.645,-73.114,49.873,-9.513,-73.151,7759.000,10285.624,7759.000,4.514,40,-10,-80,4.515,11.104
1286,23.201,11.796,-64.720,75.074,-3.144,47.684,9017.000,8949.087,22162.000,124.694,20,10,-70,124.694,6.430
1287,-61.415,-16.319,-24.106,-67.713,-15.048,-33.572,13718.000,14926.632,12518.000,11.441,-70,-20,-30,11.441,11.045
1288,-30.887,8.137,-11.537,-24.797,8.029,-2.972,14981.000,15763.568,16182.000,10.510,-40,0,-20,10.510,14.862
1289,14.810,-36.125,-36.197,65.151,-0.847,-95.587,12466.000,12709.322,5361.000,85.474,10,-40,-40,85.475,7.254
1290,-23.760,-45.321,-53.321,-140.593,-198.000,25.174,10032.000,9981.203,19201.000,207.659,-30,-50,-60,207.659,10.268
1291,51.990,7.859,-55.049,58.322,5.677,-51.168,10190.000,12692.791,10190.000,7.741,50,0,-60,7.741,9.499
1292,33.642,45.038,-21.026,38.917,50.423,-13.456,13908.000,14829.934,15138.000,10.683,30,40,-30,10.683,10.917
1293,-44.397,-3.140,-48.621,-48.689,-3.560,-46.245,11350.000,10999.834,11350.000,4.924,-50,-10,-50,4.924,8.964
1294,-60.307,10.037,-42.242,-142.566,-28.407,-32.352,11408.000,13048.332,12481.000,91.336,-70,10,-50,91.336,12.415
1295,93.265,-32.734,-9.063,102.021,-24.512,-7.854,16074.000,14146.938,16105.000,12.072,90,-40,-10,12.072,8.021
1296,83.447,15.260,-15.517,82.214,14.463,-10.968,15023.000,14150.590,15023.000,4.780,80,10,-20,4.780,7.723
1297,29.842,-27.914,-49.232,27.402,-40.386,-33.512,11297.000,12056.475,12437.000,20.215,20,-30,-50,20.214,10.090
1298,-38.629,45.644,-12.540,-121.853,124.961,71.773,15101.000,11866.120,26132.000,142.570,-40,40,-20,142.570,9.454
1299,-75.152,-13.716,-25.006,-77.379,-17.265,-25.580,13717.000,13535.700,13717.000,4.229,-80,-20,-30,4.229,9.377
1300,88.981,-9.000,-9.729,125.374,6.088,45.289,16163.000,15266.644,22197.000,67.670,80,-10,-10,67.669,9.041
1301,15.855,24.020,-57.969,-1.126,31.053,-78.314,10246.000,9215.445,7874.000,27.418,10,20,-60,27.418,7.387
1302,-28.982,-5.520,-59.123,-30.456,-9.181,-56.587,10152.000,9563.462,10151.000,4.691,-30,-10,-60,4.691,4.677
1303,33.945,12.370,-69.726,35.576,19.527,-75.994,9018.000,14732.794,7818.000,9.652,30,10,-70,9.652,4.610
1304,24.355,-0.104,-16.731,17.766,-0.429,-15.004,14957.000,14220.350,14956.000,6.819,20,-10,-20,6.819,11.295
1305,-82.974,18.349,-26.821,-55.889,-7.996,-7.143,13806.000,12773.055,16149.000,42.601,-90,10,-30,42.601,11.366
1306,86.044,4.212,-29.348,146.144,0.347,34.036,13793.000,14072.167,20999.000,87.433,80,0,-30,87.433,7.396
1307,-25.391,-3.631,-53.100,-22.131,-8.716,-47.164,10152.000,9755.312,11352.000,8.469,-30,-10,-60,8.469,10.460
1308,20.662,11.445,-0.270,25.465,30.746,12.520,16217.000,15973.040,18677.000,23.647,20,10,-10,23.647,9.859
1309,-85.431,-33.892,-39.418,-88.853,-34.128,-37.100,12456.000,11088.151,12456.000,4.140,-90,-40,-40,4.140,7.650
